species_id,id,english_common_name,french_common_name,spanish_common_name,sporder,family,genus,species,mass,sd,sex,subspecies,location,name_mismatch,name_notes,not_in_dunning,close_genus,close_species,close_subspecies,close_species_notes
114,sp2971,Sooty Grouse,Tétras fuligineux,Dendragapus fuliginosus,Galliformes,Phasianidae,Dendragapus,fuliginosus,,,,,,,,,,,,
116,sp3080,Sharp-tailed Grouse,Tétras à queue fine,Tympanuchus phasianellus,Galliformes,Phasianidae,Tympanuchus,phasianellus,,,,,,,,,,,,
116,sp3080,Sharp-tailed Grouse,Tétras à queue fine,Tympanuchus phasianellus,Galliformes,Phasianidae,Tympanuchus,phasianellus,,,,,,,,,,,,
117,sp3050,Greater Prairie-Chicken,Tétras des prairies,Tympanuchus cupido,Galliformes,Phasianidae,Tympanuchus,cupido,,,,,,,,,,,,
117,sp3050,Greater Prairie-Chicken,Tétras des prairies,Tympanuchus cupido,Galliformes,Phasianidae,Tympanuchus,cupido,,,,,,,,,,,,
118,sp3070,Lesser Prairie-Chicken,Tétras pâle,Tympanuchus pallidicinctus,Galliformes,Phasianidae,Tympanuchus,pallidicinctus,,,,,,,,,,,,
118,sp3070,Lesser Prairie-Chicken,Tétras pâle,Tympanuchus pallidicinctus,Galliformes,Phasianidae,Tympanuchus,pallidicinctus,,,,,,,,,,,,
119,sp3100,Wild Turkey,Dindon sauvage,Meleagris gallopavo,Galliformes,Phasianidae,Meleagris,gallopavo,,,,,,,,,,,,
119,sp3100,Wild Turkey,Dindon sauvage,Meleagris gallopavo,Galliformes,Phasianidae,Meleagris,gallopavo,,,,,,,,,,,,
130,sp3131,Rock Pigeon,Pigeon biset,Columba livia,Columbiformes,Columbidae,Columba,livia,,,,,,,,,,,,
130,sp3131,Rock Pigeon,Pigeon biset,Columba livia,Columbiformes,Columbidae,Columba,livia,,,,,,,,,,,,
134,sp3140,White-crowned Pigeon,Pigeon à couronne blanche,Patagioenas leucocephala,Columbiformes,Columbidae,Patagioenas,leucocephala,,,,,,,,,,,,
134,sp3140,White-crowned Pigeon,Pigeon à couronne blanche,Patagioenas leucocephala,Columbiformes,Columbidae,Patagioenas,leucocephala,,,,,,,,,,,,
135,sp3130,Red-billed Pigeon,Pigeon à bec rouge,Patagioenas flavirostris,Columbiformes,Columbidae,Patagioenas,flavirostris,,,,,,,,,,,,
135,sp3130,Red-billed Pigeon,Pigeon à bec rouge,Patagioenas flavirostris,Columbiformes,Columbidae,Patagioenas,flavirostris,,,,,,,,,,,,
136,sp3120,Band-tailed Pigeon,Pigeon à queue barrée,Patagioenas fasciata,Columbiformes,Columbidae,Patagioenas,fasciata,,,,,,,,,,,,
136,sp3120,Band-tailed Pigeon,Pigeon à queue barrée,Patagioenas fasciata,Columbiformes,Columbidae,Patagioenas,fasciata,,,,,,,,,,,,
139,sp3152,African Collared-Dove (a.k.a. Ringed Turtle-Dove),Tourterelle rieuse,Streptopelia roseogrisea,Columbiformes,Columbidae,Streptopelia,roseogrisea,,,,,,,,,,,,
139,sp3152,African Collared-Dove (a.k.a. Ringed Turtle-Dove),Tourterelle rieuse,Streptopelia roseogrisea,Columbiformes,Columbidae,Streptopelia,roseogrisea,,,,,,,,,,,,
141,sp22860,Eurasian Collared-Dove,Tourterelle turque,Streptopelia decaocto,Columbiformes,Columbidae,Streptopelia,decaocto,,,,,,,,,,,,
141,sp22860,Eurasian Collared-Dove,Tourterelle turque,Streptopelia decaocto,Columbiformes,Columbidae,Streptopelia,decaocto,,,,,,,,,,,,
142,sp3151,Spotted Dove,Tourterelle tigrine,Streptopelia chinensis,Columbiformes,Columbidae,Streptopelia,chinensis,,,,,,,,,,,,
142,sp3151,Spotted Dove,Tourterelle tigrine,Streptopelia chinensis,Columbiformes,Columbidae,Streptopelia,chinensis,,,,,,,,,,,,
143,sp3210,Inca Dove,Colombe inca,Columbina inca,Columbiformes,Columbidae,Columbina,inca,,,,,,,,,,,,
143,sp3210,Inca Dove,Colombe inca,Columbina inca,Columbiformes,Columbidae,Columbina,inca,,,,,,,,,,,,
144,sp3200,Common Ground-Dove,Colombe à queue noire,Columbina passerina,Columbiformes,Columbidae,Columbina,passerina,,,,,,,,,,,,
144,sp3200,Common Ground-Dove,Colombe à queue noire,Columbina passerina,Columbiformes,Columbidae,Columbina,passerina,,,,,,,,,,,,
146,sp3201,Ruddy Ground-Dove,Colombe rousse,Columbina talpacoti,Columbiformes,Columbidae,Columbina,talpacoti,,,,,,,,,,,,
146,sp3201,Ruddy Ground-Dove,Colombe rousse,Columbina talpacoti,Columbiformes,Columbidae,Columbina,talpacoti,,,,,,,,,,,,
151,sp3180,White-tipped Dove,Colombe de Verreaux,Leptotila verreauxi,Columbiformes,Columbidae,Leptotila,verreauxi,,,,,,,,,,,,
151,sp3180,White-tipped Dove,Colombe de Verreaux,Leptotila verreauxi,Columbiformes,Columbidae,Leptotila,verreauxi,,,,,,,,,,,,
157,sp3190,White-winged Dove,Tourterelle à ailes blanches,Zenaida asiatica,Columbiformes,Columbidae,Zenaida,asiatica,,,,,,,,,,,,
157,sp3190,White-winged Dove,Tourterelle à ailes blanches,Zenaida asiatica,Columbiformes,Columbidae,Zenaida,asiatica,,,,,,,,,,,,
159,sp3160,Mourning Dove,Tourterelle triste,Zenaida macroura,Columbiformes,Columbidae,Zenaida,macroura,,,,,,,,,,,,
159,sp3160,Mourning Dove,Tourterelle triste,Zenaida macroura,Columbiformes,Columbidae,Zenaida,macroura,,,,,,,,,,,,
165,sp3870,Yellow-billed Cuckoo,Coulicou à bec jaune,Coccyzus americanus,Cuculiformes,Cuculidae,Coccyzus,americanus,,,,,,,,,,,,
165,sp3870,Yellow-billed Cuckoo,Coulicou à bec jaune,Coccyzus americanus,Cuculiformes,Cuculidae,Coccyzus,americanus,,,,,,,,,,,,
166,sp3860,Mangrove Cuckoo,Coulicou manioc,Coccyzus minor,Cuculiformes,Cuculidae,Coccyzus,minor,,,,,,,,,,,,
166,sp3860,Mangrove Cuckoo,Coulicou manioc,Coccyzus minor,Cuculiformes,Cuculidae,Coccyzus,minor,,,,,,,,,,,,
167,sp3880,Black-billed Cuckoo,Coulicou à bec noir,Coccyzus erythropthalmus,Cuculiformes,Cuculidae,Coccyzus,erythropthalmus,,,,,,,,,,,,
167,sp3880,Black-billed Cuckoo,Coulicou à bec noir,Coccyzus erythropthalmus,Cuculiformes,Cuculidae,Coccyzus,erythropthalmus,,,,,,,,,,,,
173,sp3850,Greater Roadrunner,Grand Géocoucou,Geococcyx californianus,Cuculiformes,Cuculidae,Geococcyx,californianus,,,,,,,,,,,,
173,sp3850,Greater Roadrunner,Grand Géocoucou,Geococcyx californianus,Cuculiformes,Cuculidae,Geococcyx,californianus,,,,,,,,,,,,
174,sp3830,Smooth-billed Ani,Ani à bec lisse,Crotophaga ani,Cuculiformes,Cuculidae,Crotophaga,ani,,,,,,,,,,,,
174,sp3830,Smooth-billed Ani,Ani à bec lisse,Crotophaga ani,Cuculiformes,Cuculidae,Crotophaga,ani,,,,,,,,,,,,
175,sp3840,Groove-billed Ani,Ani à bec cannelé,Crotophaga sulcirostris,Cuculiformes,Cuculidae,Crotophaga,sulcirostris,,,,,,,,,,,,
175,sp3840,Groove-billed Ani,Ani à bec cannelé,Crotophaga sulcirostris,Cuculiformes,Cuculidae,Crotophaga,sulcirostris,,,,,,,,,,,,
196,sp4220,Black Swift,Martinet sombre,Cypseloides niger,Apodiformes,Apodidae,Cypseloides,niger,,,,,,,,,,,,
196,sp4220,Black Swift,Martinet sombre,Cypseloides niger,Apodiformes,Apodidae,Cypseloides,niger,,,,,,,,,,,,
201,sp4230,Chimney Swift,Martinet ramoneur,Chaetura pelagica,Apodiformes,Apodidae,Chaetura,pelagica,,,,,,,,,,,,
201,sp4230,Chimney Swift,Martinet ramoneur,Chaetura pelagica,Apodiformes,Apodidae,Chaetura,pelagica,,,,,,,,,,,,
202,sp4240,Vaux's Swift,Martinet de Vaux,Chaetura vauxi,Apodiformes,Apodidae,Chaetura,vauxi,,,,,,,,,,,,
202,sp4240,Vaux's Swift,Martinet de Vaux,Chaetura vauxi,Apodiformes,Apodidae,Chaetura,vauxi,,,,,,,,,,,,
206,sp4250,White-throated Swift,Martinet à gorge blanche,Aeronautes saxatalis,Apodiformes,Apodidae,Aeronautes,saxatalis,,,,,,,,,,,,
206,sp4250,White-throated Swift,Martinet à gorge blanche,Aeronautes saxatalis,Apodiformes,Apodidae,Aeronautes,saxatalis,,,,,,,,,,,,
219,sp4260,Rivoli's Hummingbird,Colibri de Rivoli,Eugenes fulgens,Apodiformes,Trochilidae,Eugenes,fulgens,,,,,,,,,,,,
219,sp4260,Rivoli's Hummingbird,Colibri de Rivoli,Eugenes fulgens,Apodiformes,Trochilidae,Eugenes,fulgens,,,,,,,,,,,,
224,sp4270,Blue-throated Hummingbird,Colibri à gorge bleue,Lampornis clemenciae,Apodiformes,Trochilidae,Lampornis,clemenciae,,,,,,,,,,,,
224,sp4270,Blue-throated Hummingbird,Colibri à gorge bleue,Lampornis clemenciae,Apodiformes,Trochilidae,Lampornis,clemenciae,,,,,,,,,,,,
230,sp4370,Lucifer Hummingbird,Colibri lucifer,Calothorax lucifer,Apodiformes,Trochilidae,Calothorax,lucifer,,,,,,,,,,,,
230,sp4370,Lucifer Hummingbird,Colibri lucifer,Calothorax lucifer,Apodiformes,Trochilidae,Calothorax,lucifer,,,,,,,,,,,,
232,sp4280,Ruby-throated Hummingbird,Colibri à gorge rubis,Archilochus colubris,Apodiformes,Trochilidae,Archilochus,colubris,,,,,,,,,,,,
232,sp4280,Ruby-throated Hummingbird,Colibri à gorge rubis,Archilochus colubris,Apodiformes,Trochilidae,Archilochus,colubris,,,,,,,,,,,,
233,sp4290,Black-chinned Hummingbird,Colibri à gorge noire,Archilochus alexandri,Apodiformes,Trochilidae,Archilochus,alexandri,,,,,,,,,,,,
233,sp4290,Black-chinned Hummingbird,Colibri à gorge noire,Archilochus alexandri,Apodiformes,Trochilidae,Archilochus,alexandri,,,,,,,,,,,,
235,sp4310,Anna's Hummingbird,Colibri d'Anna,Calypte anna,Apodiformes,Trochilidae,Calypte,anna,,,,,,,,,,,,
235,sp4310,Anna's Hummingbird,Colibri d'Anna,Calypte anna,Apodiformes,Trochilidae,Calypte,anna,,,,,,,,,,,,
236,sp4300,Costa's Hummingbird,Colibri de Costa,Calypte costae,Apodiformes,Trochilidae,Calypte,costae,,,,,,,,,,,,
236,sp4300,Costa's Hummingbird,Colibri de Costa,Calypte costae,Apodiformes,Trochilidae,Calypte,costae,,,,,,,,,,,,
239,sp4320,Broad-tailed Hummingbird,Colibri à queue large,Selasphorus platycercus,Apodiformes,Trochilidae,Selasphorus,platycercus,,,,,,,,,,,,
239,sp4320,Broad-tailed Hummingbird,Colibri à queue large,Selasphorus platycercus,Apodiformes,Trochilidae,Selasphorus,platycercus,,,,,,,,,,,,
240,sp4330,Rufous Hummingbird,Colibri roux,Selasphorus rufus,Apodiformes,Trochilidae,Selasphorus,rufus,,,,,,,,,,,,
240,sp4330,Rufous Hummingbird,Colibri roux,Selasphorus rufus,Apodiformes,Trochilidae,Selasphorus,rufus,,,,,,,,,,,,
241,sp4340,Allen's Hummingbird,Colibri d'Allen,Selasphorus sasin,Apodiformes,Trochilidae,Selasphorus,sasin,,,,,,,,,,,,
241,sp4340,Allen's Hummingbird,Colibri d'Allen,Selasphorus sasin,Apodiformes,Trochilidae,Selasphorus,sasin,,,,,,,,,,,,
244,sp4360,Calliope Hummingbird,Colibri calliope,Selasphorus calliope,Apodiformes,Trochilidae,Selasphorus,calliope,,,,,,,,,,,,
244,sp4360,Calliope Hummingbird,Colibri calliope,Selasphorus calliope,Apodiformes,Trochilidae,Selasphorus,calliope,,,,,,,,,,,,
249,sp4410,Broad-billed Hummingbird,Colibri circé,Cynanthus latirostris,Apodiformes,Trochilidae,Cynanthus,latirostris,,,,,,,,,,,,
249,sp4410,Broad-billed Hummingbird,Colibri circé,Cynanthus latirostris,Apodiformes,Trochilidae,Cynanthus,latirostris,,,,,,,,,,,,
265,sp4390,Buff-bellied Hummingbird,Ariane du Yucatan,Amazilia yucatanensis,Apodiformes,Trochilidae,Amazilia,yucatanensis,,,,,,,,,,,,
265,sp4390,Buff-bellied Hummingbird,Ariane du Yucatan,Amazilia yucatanensis,Apodiformes,Trochilidae,Amazilia,yucatanensis,,,,,,,,,,,,
267,sp4391,Violet-crowned Hummingbird,Ariane à couronne violette,Amazilia violiceps,Apodiformes,Trochilidae,Amazilia,violiceps,,,,,,,,,,,,
267,sp4391,Violet-crowned Hummingbird,Ariane à couronne violette,Amazilia violiceps,Apodiformes,Trochilidae,Amazilia,violiceps,,,,,,,,,,,,
611,sp3260,Black Vulture,Urubu noir,Coragyps atratus,Cathartiformes,Cathartidae,Coragyps,atratus,,,,,,,,,,,,
611,sp3260,Black Vulture,Urubu noir,Coragyps atratus,Cathartiformes,Cathartidae,Coragyps,atratus,,,,,,,,,,,,
612,sp3250,Turkey Vulture,Urubu à tête rouge,Cathartes aura,Cathartiformes,Cathartidae,Cathartes,aura,,,,,,,,,,,,
612,sp3250,Turkey Vulture,Urubu à tête rouge,Cathartes aura,Cathartiformes,Cathartidae,Cathartes,aura,,,,,,,,,,,,
615,sp3240,California Condor,Condor de Californie,Gymnogyps californianus,Cathartiformes,Cathartidae,Gymnogyps,californianus,,,,,,,,,,,,
615,sp3240,California Condor,Condor de Californie,Gymnogyps californianus,Cathartiformes,Cathartidae,Gymnogyps,californianus,,,,,,,,,,,,
617,sp3640,Osprey,Balbuzard pêcheur,Pandion haliaetus,Accipitriformes,Pandionidae,Pandion,haliaetus,,,,,,,,,,,,
617,sp3640,Osprey,Balbuzard pêcheur,Pandion haliaetus,Accipitriformes,Pandionidae,Pandion,haliaetus,,,,,,,,,,,,
618,sp3280,White-tailed Kite,Élanion à queue blanche,Elanus leucurus,Accipitriformes,Accipitridae,Elanus,leucurus,,,,,,,,,,,,
618,sp3280,White-tailed Kite,Élanion à queue blanche,Elanus leucurus,Accipitriformes,Accipitridae,Elanus,leucurus,,,,,,,,,,,,
619,sp3271,Hook-billed Kite,Bec-en-croc de Temminck,Chondrohierax uncinatus,Accipitriformes,Accipitridae,Chondrohierax,uncinatus,,,,,,,,,,,,
619,sp3271,Hook-billed Kite,Bec-en-croc de Temminck,Chondrohierax uncinatus,Accipitriformes,Accipitridae,Chondrohierax,uncinatus,,,,,,,,,,,,
621,sp3270,Swallow-tailed Kite,Naucler à queue fourchue,Elanoides forficatus,Accipitriformes,Accipitridae,Elanoides,forficatus,,,,,,,,,,,,
621,sp3270,Swallow-tailed Kite,Naucler à queue fourchue,Elanoides forficatus,Accipitriformes,Accipitridae,Elanoides,forficatus,,,,,,,,,,,,
624,sp3490,Golden Eagle,Aigle royal,Aquila chrysaetos,Accipitriformes,Accipitridae,Aquila,chrysaetos,,,,,,,,,,,,
624,sp3490,Golden Eagle,Aigle royal,Aquila chrysaetos,Accipitriformes,Accipitridae,Aquila,chrysaetos,,,,,,,,,,,,
629,sp3310,Northern Harrier,Busard des marais,Circus hudsonius,Accipitriformes,Accipitridae,Circus,hudsonius,,,,,,,,,,,,
629,sp3310,Northern Harrier,Busard des marais,Circus hudsonius,Accipitriformes,Accipitridae,Circus,hudsonius,,,,,,,,,,,,
631,sp3320,Sharp-shinned Hawk,Épervier brun,Accipiter striatus,Accipitriformes,Accipitridae,Accipiter,striatus,,,,,,,,,,,,
631,sp3320,Sharp-shinned Hawk,Épervier brun,Accipiter striatus,Accipitriformes,Accipitridae,Accipiter,striatus,,,,,,,,,,,,
632,sp3330,Cooper's Hawk,Épervier de Cooper,Accipiter cooperii,Accipitriformes,Accipitridae,Accipiter,cooperii,,,,,,,,,,,,
632,sp3330,Cooper's Hawk,Épervier de Cooper,Accipiter cooperii,Accipitriformes,Accipitridae,Accipiter,cooperii,,,,,,,,,,,,
634,sp3340,Northern Goshawk,Autour des palombes,Accipiter gentilis,Accipitriformes,Accipitridae,Accipiter,gentilis,,,,,,,,,,,,
634,sp3340,Northern Goshawk,Autour des palombes,Accipiter gentilis,Accipitriformes,Accipitridae,Accipiter,gentilis,,,,,,,,,,,,
637,sp3520,Bald Eagle,Pygargue à tête blanche,Haliaeetus leucocephalus,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,,,,,,,,,,,,
637,sp3520,Bald Eagle,Pygargue à tête blanche,Haliaeetus leucocephalus,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,,,,,,,,,,,,
640,sp3290,Mississippi Kite,Milan du Mississippi,Ictinia mississippiensis,Accipitriformes,Accipitridae,Ictinia,mississippiensis,,,,,,,,,,,,
640,sp3290,Mississippi Kite,Milan du Mississippi,Ictinia mississippiensis,Accipitriformes,Accipitridae,Ictinia,mississippiensis,,,,,,,,,,,,
644,sp3300,Snail Kite,Milan des marais,Rostrhamus sociabilis,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,,,,,,,,,,,,
644,sp3300,Snail Kite,Milan des marais,Rostrhamus sociabilis,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,,,,,,,,,,,,
645,sp3450,Common Black Hawk,Buse noire,Buteogallus anthracinus,Accipitriformes,Accipitridae,Buteogallus,anthracinus,,,,,,,,,,,,
645,sp3450,Common Black Hawk,Buse noire,Buteogallus anthracinus,Accipitriformes,Accipitridae,Buteogallus,anthracinus,,,,,,,,,,,,
649,sp3350,Harris's Hawk,Buse de Harris,Parabuteo unicinctus,Accipitriformes,Accipitridae,Parabuteo,unicinctus,,,,,,,,,,,,
649,sp3350,Harris's Hawk,Buse de Harris,Parabuteo unicinctus,Accipitriformes,Accipitridae,Parabuteo,unicinctus,,,,,,,,,,,,
650,sp3410,White-tailed Hawk,Buse à queue blanche,Geranoaetus albicaudatus,Accipitriformes,Accipitridae,Geranoaetus,albicaudatus,,,,,,,,,,,,
650,sp3410,White-tailed Hawk,Buse à queue blanche,Geranoaetus albicaudatus,Accipitriformes,Accipitridae,Geranoaetus,albicaudatus,,,,,,,,,,,,
652,sp3460,Gray Hawk,Buse grise,Buteo plagiatus,Accipitriformes,Accipitridae,Buteo,plagiatus,,,,,,,,,,,,
652,sp3460,Gray Hawk,Buse grise,Buteo plagiatus,Accipitriformes,Accipitridae,Buteo,plagiatus,,,,,,,,,,,,
653,sp3390,Red-shouldered Hawk,Buse à épaulettes,Buteo lineatus,Accipitriformes,Accipitridae,Buteo,lineatus,,,,,,,,,,,,
653,sp3390,Red-shouldered Hawk,Buse à épaulettes,Buteo lineatus,Accipitriformes,Accipitridae,Buteo,lineatus,,,,,,,,,,,,
654,sp3430,Broad-winged Hawk,Petite Buse,Buteo platypterus,Accipitriformes,Accipitridae,Buteo,platypterus,,,,,,,,,,,,
654,sp3430,Broad-winged Hawk,Petite Buse,Buteo platypterus,Accipitriformes,Accipitridae,Buteo,platypterus,,,,,,,,,,,,
655,sp3440,Short-tailed Hawk,Buse à queue courte,Buteo brachyurus,Accipitriformes,Accipitridae,Buteo,brachyurus,,,,,,,,,,,,
655,sp3440,Short-tailed Hawk,Buse à queue courte,Buteo brachyurus,Accipitriformes,Accipitridae,Buteo,brachyurus,,,,,,,,,,,,
656,sp3420,Swainson's Hawk,Buse de Swainson,Buteo swainsoni,Accipitriformes,Accipitridae,Buteo,swainsoni,,,,,,,,,,,,
656,sp3420,Swainson's Hawk,Buse de Swainson,Buteo swainsoni,Accipitriformes,Accipitridae,Buteo,swainsoni,,,,,,,,,,,,
657,sp3400,Zone-tailed Hawk,Buse à queue barrée,Buteo albonotatus,Accipitriformes,Accipitridae,Buteo,albonotatus,,,,,,,,,,,,
657,sp3400,Zone-tailed Hawk,Buse à queue barrée,Buteo albonotatus,Accipitriformes,Accipitridae,Buteo,albonotatus,,,,,,,,,,,,
658,sp3370,Red-tailed Hawk,Buse à queue rousse,Buteo jamaicensis,Accipitriformes,Accipitridae,Buteo,jamaicensis,,,,,,,,,,,,
658,sp3370,Red-tailed Hawk,Buse à queue rousse,Buteo jamaicensis,Accipitriformes,Accipitridae,Buteo,jamaicensis,,,,,,,,,,,,
660,sp3470,Rough-legged Hawk,Buse pattue,Buteo lagopus,Accipitriformes,Accipitridae,Buteo,lagopus,,,,,,,,,,,,
660,sp3470,Rough-legged Hawk,Buse pattue,Buteo lagopus,Accipitriformes,Accipitridae,Buteo,lagopus,,,,,,,,,,,,
661,sp3480,Ferruginous Hawk,Buse rouilleuse,Buteo regalis,Accipitriformes,Accipitridae,Buteo,regalis,,,,,,,,,,,,
661,sp3480,Ferruginous Hawk,Buse rouilleuse,Buteo regalis,Accipitriformes,Accipitridae,Buteo,regalis,,,,,,,,,,,,
703,sp3890,Elegant Trogon,Trogon élégant,Trogon elegans,Trogoniformes,Trogonidae,Trogon,elegans,,,,,,,,,,,,
703,sp3890,Elegant Trogon,Trogon élégant,Trogon elegans,Trogoniformes,Trogonidae,Trogon,elegans,,,,,,,,,,,,
728,sp4080,Lewis's Woodpecker,Pic de Lewis,Melanerpes lewis,Piciformes,Picidae,Melanerpes,lewis,,,,,,,,,,,,
728,sp4080,Lewis's Woodpecker,Pic de Lewis,Melanerpes lewis,Piciformes,Picidae,Melanerpes,lewis,,,,,,,,,,,,
729,sp4060,Red-headed Woodpecker,Pic à tête rouge,Melanerpes erythrocephalus,Piciformes,Picidae,Melanerpes,erythrocephalus,,,,,,,,,,,,
